title,tmdbId,genres,keywords,poster_url,top_cast,director
Jane Eyre,22744,"['Drama', 'Romance']",['love triangle'],https://image.tmdb.org/t/p/w500//v4171t7fmwu7jnRJaO6jmLOYdVB.jpg,"['Orson Welles', 'Joan Fontaine', ""Margaret O'Brien"", 'Peggy Ann Garner']",Robert Stevenson
The Passion of Joan of Arc,780,"['Drama', 'History']","['judge', 'woman martyr', 'heresy', 'court case', 'suffering', 'sentence', 'torture chamber', 'religion', 'trial', 'mental illness', 'dove', 'silent film', 'catholicism', 'joan of arc', 'forgery', 'masterpiece', 'judiciary', 'burning at stake', 'holy communion', 'bloodletting']",https://image.tmdb.org/t/p/w500//8OYGtQlO8k9PcOm49apV62eVJQo.jpg,"['Maria Falconetti', 'Eugene Silvain', 'André Berley', 'Antonin Artaud']",Carl Theodor Dreyer
Ben-Hur: A Tale of the Christ,31510,"['Adventure', 'Drama']","['chariot race', 'revenge', 'silent film', 'seductress', 'sea battle', 'spectacle', 'two strip technicolor', 'galley slave', 'enslavement', 'temptress', 'nativity', 'lepers']",https://image.tmdb.org/t/p/w500//4EbIbp9Kgnj0m0eMEfQlX3fyDHZ.jpg,"['Ramon Novarro', 'Francis X. Bushman', 'May McAvoy', 'Carmel Myers']",Charles Brabin
The Cabinet of Dr. Caligari,234,"['Drama', 'Horror', 'Thriller', 'Crime']","['insane asylum', 'silent film', 'unreliable narrator', 'expressionism', 'somnambulist', 'unreliable flashback', 'megalomania', 'madman', 'enigma', 'somnambulism', 'german expressionism']",https://image.tmdb.org/t/p/w500//myK9DeIsXWGKgUTZyGXg2IfFk0W.jpg,"['Werner Krauss', 'Conrad Veidt', 'Friedrich Fehér', 'Lil Dagover']",Robert Wiene
Gorky Park,8289,"['Thriller', 'Crime', 'Drama']","['cold war', 'kgb', 'municipal park', 'politician', 'suspense']",https://image.tmdb.org/t/p/w500//jRUUE2ehADlwMhb33s8UskYhTXS.jpg,"['William Hurt', 'Lee Marvin', 'Brian Dennehy', 'Joanna Pacula']",Michael Apted
The First Great Train Robbery,11583,"['Thriller', 'Adventure', 'Drama', 'Crime']","['public hanging', 'strongbox', 'gold theft', 'british history', 'historic figure', 'piano playing', 'eye patch', 'horse carriage', 'opening action scene', 'unwanted kiss']",https://image.tmdb.org/t/p/w500//56vLMA3Ab4TdclYnFrLTfrbg2ne.jpg,"['Sean Connery', 'Donald Sutherland', 'Lesley-Anne Down', 'Alan Webb']",Michael Crichton
"Greystoke: The Legend of Tarzan, Lord of the Apes",11002,"['Adventure', 'Drama', 'Action', 'Romance']","['england', 'baby', 'civilization', 'shipwreck', 'tarzan', 'stranded', 'monkey']",https://image.tmdb.org/t/p/w500//rdtEIdzqJTVhSLsjuR4U9t1KKxp.jpg,"['Christopher Lambert', 'Andie MacDowell', 'Ralph Richardson', 'Ian Holm']",Hugh Hudson
Guarding Tess,6472,"['Comedy', 'Drama', 'Thriller']","['bodyguard', 'national security agency (nsa)', 'celebrity', 'security guard']",https://image.tmdb.org/t/p/w500//80dL2Kg5zjEIFAhSrlqHsIF3O3d.jpg,"['Nicolas Cage', 'Shirley MacLaine', 'Austin Pendleton', 'Edward Albert']",Hugh Wilson
Hannah and Her Sisters,5143,"['Comedy', 'Drama']","['writing', 'opera', 'thanksgiving', 'hypochondriac', 'television producer', 'architecture', 'singing', 'new york city', 'relationship', 'art', 'fear of dying']",https://image.tmdb.org/t/p/w500//gARgIRb2QFRFVrsziwWE389u1pK.jpg,"['Woody Allen', 'Michael Caine', 'Mia Farrow', 'Carrie Fisher']",Woody Allen
Hercules in New York,5227,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction']","['new york', 'hercules']",https://image.tmdb.org/t/p/w500//2Rad0CXcWSyjp6vidmz08QriYNZ.jpg,"['Arnold Schwarzenegger', 'Deborah Loomis', 'Taina Elg', 'James Karen']",Arthur Allan Seidelman
Highlander II: The Quickening,8010,"['Action', 'Fantasy', 'Science Fiction']","['new york', 'scotland', 'immortality']",https://image.tmdb.org/t/p/w500//sJwYye8XEaE0jRDLyywiHI5GWai.jpg,"['Christopher Lambert', 'Sean Connery', 'Virginia Madsen', 'Michael Ironside']",Russell Mulcahy
Hoffa,10410,"['Crime', 'History']","['policy and organisations', 'power', 'trade union', 'gangster']",https://image.tmdb.org/t/p/w500//jOS8EefNY5sUs8d5F7jO8cbIU0d.jpg,"['Jack Nicholson', 'Danny DeVito', 'Armand Assante', 'J.T. Walsh']",Danny DeVito
Housesitter,10407,"['Comedy', 'Romance']","['lie', 'architect', 'false identity', 'family']",https://image.tmdb.org/t/p/w500//pvAgp8vAlzcXqhCwmvgvFRsqgD6.jpg,"['Steve Martin', 'Goldie Hawn', 'Dana Delany', 'Suzanne Whang']",Frank Oz
Hudson Hawk,9292,"['Action', 'Adventure', 'Comedy']","['vatican', 'leonardo da vinci', 'painting', 'master thief']",https://image.tmdb.org/t/p/w500//g1FJLGg9TaCzgjCmTJmONGIhTar.jpg,"['Bruce Willis', 'Danny Aiello', 'Andie MacDowell', 'James Coburn']",Michael Lehmann
Invasion of the Body Snatchers,11850,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']","['taxi', 'san francisco', '1970s', 'psychoanalysis', 'remake', 'alien', 'alien invasion', 'alien infection', 'epidemic', 'biologist', 'doppelganger', 'emotionless']",https://image.tmdb.org/t/p/w500//yGWIIrGdGo7SppBI5F6NIVGgDxU.jpg,"['Donald Sutherland', 'Brooke Adams', 'Leonard Nimoy', 'Veronica Cartwright']",Philip Kaufman
Mindwalk,48745,['Drama'],['independent film'],https://image.tmdb.org/t/p/w500//6iLaHjCR4mT29BWj9qHy2hPdWW9.jpg,"['Liv Ullmann', 'Sam Waterston', 'John Heard', 'Ione Skye']",Bernt Amadeus Capra
Kafka,2297,"['Comedy', 'Drama', 'Mystery']","['secret', 'worker', 'writer', 'co-worker', 'kafka']",https://image.tmdb.org/t/p/w500//rCm8DaHZCdlaCFsbATASBYkSarE.jpg,"['Jeremy Irons', 'Theresa Russell', 'Armin Mueller-Stahl', 'Joel Grey']",Steven Soderbergh
Kindergarten Cop,951,['Comedy'],"['crime fighter', 'cook', 'drug dealer', 'dying and death', 'kindergarten', 'kiss', 'police', 'teacher', 'children education']",https://image.tmdb.org/t/p/w500//nKnHWwkXyvhzCYWm3FyRAv3qBrl.jpg,"['Arnold Schwarzenegger', 'Penelope Ann Miller', 'Pamela Reed', 'Linda Hunt']",Ivan Reitman
King Ralph,10804,"['Comedy', 'Family']","['love at first sight', ""love of one's life"", 'kingdom', 'lovers', 'royal family', 'kiss', 'fish out of water', 'king', 'double']",https://image.tmdb.org/t/p/w500//fRHq4KerVgNRLaDwwuYpCAHIQJX.jpg,"['John Goodman', ""Peter O'Toole"", 'John Hurt', 'Camille Coduri']",David S. Ward
The Last Boy Scout,9319,"['Action', 'Thriller']","['bomb', 'corruption', 'assassin', 'sniper', 'anti hero', 'cocaine', 'senator', 'strip club', 'cynicism', 'puppet', 'swimming pool', 'dysfunctional marriage', 'los angeles', 'police detective', 'alcoholic', 'private detective', 'bribery', 'frame up', 'exotic dancer', 'child kidnapping']",https://image.tmdb.org/t/p/w500//k6IhU7Vuy9kvK3xrJRZnDd7Zh7H.jpg,"['Bruce Willis', 'Damon Wayans', 'Chelsea Field', 'Noble Willingham']",Tony Scott
Last Tango in Paris,1643,"['Drama', 'Romance']","['paris', 'sex', 'nudity', 'business man', 'love', 'tragedy', 'relationship', 'american', 'woman', 'apartment', 'extramarital affair', 'parisian', 'clandestine']",https://image.tmdb.org/t/p/w500//vDuI72CpwWYIWJzNNA01PA2Utdr.jpg,"['Marlon Brando', 'Maria Schneider', 'Jean-Pierre Léaud', 'Catherine Breillat']",Bernardo Bertolucci
Lorenzo's Oil,2007,['Drama'],"['parent child relationship', 'medicine', 'loss of child', 'dying and death']",https://image.tmdb.org/t/p/w500//fd9sqSlkUZuG7iMBZiuRjlK3cN4.jpg,"['Susan Sarandon', 'Nick Nolte', 'Peter Ustinov', 'Ann Hearn']",George Miller
The Lover,10995,"['Drama', 'Romance']","['male nudity', 'female nudity', 'prostitute', 'sex', 'based on novel', 'age difference', 'lolita', 'virgin', 'narration', 'nudity', 'arranged marriage', 'vietnam', 'underwear', 'forbidden love', 'one-sided love', 'lover', 'indochina', 'love', 'interracial relationship', 'family relationships', 'domestic abuse', 'sexual attraction', 'loss of virginity', 'statutory rape', 'older man younger woman relationship', 'lust', 'kissing', 'desire', 'cult film', 'face slap', 'promiscuous woman', 'sexual awakening', 'teenage sex', 'french colony', '1920s', 'nymphette']",https://image.tmdb.org/t/p/w500//hqaLbvXfCcom3UQImk0S1bgCL0U.jpg,"['Jane March', 'Tony Leung Ka-Fai', 'Frédérique Meininger', 'Arnaud Giovaninetti']",Jean-Jacques Annaud
Matador,8047,"['Drama', 'Thriller']","['angel', 'rape', 'bullfight', 'drowning', 'religious education', 'necrophilia', 'sadomasochism', 'matador', 'bullfighter']",https://image.tmdb.org/t/p/w500//jBBLDaF7j3EeTPkOwDPqdfSCWWk.jpg,"['Assumpta Serna', 'Antonio Banderas', 'Nacho Martínez', 'Eva Cobo']",Pedro Almodóvar
Mr. Destiny,2612,"['Fantasy', 'Comedy', 'Science Fiction', 'Romance']",['wish'],https://image.tmdb.org/t/p/w500//6dgR1qZK3cTx90P8T6pmVCWYyko.jpg,"['Jim Belushi', 'Michael Caine', 'Linda Hamilton', 'Jon Lovitz']",James Orr
The Night of the Hunter,3112,"['Thriller', 'Crime']","['prison', 'window', 'fanatic', 'count', 'murder', 'children', 'money', 'theft', 'doll', 'hymn', 'classic noir', 'children on the run', 'film noir']",https://image.tmdb.org/t/p/w500//rBka0nFWiHxabHRLr0KfIA8Yiaq.jpg,"['Robert Mitchum', 'Shelley Winters', 'Billy Chapin', 'Sally Jane Bruce']",Charles Laughton
Over the Top,1825,"['Action', 'Drama']","['sport', 'bad father-in-law', '\xa0armwrestling']",https://image.tmdb.org/t/p/w500//yo87I8MxzRf9ZsN6Awc2kM8vGwq.jpg,"['Sylvester Stallone', 'Robert Loggia', 'Rick Zumwalt', 'David Mendenhall']",Menahem Golan
Passenger 57,10538,"['Action', 'Adventure', 'Thriller']","['airport', 'florida', 'fbi', 'hijacking', 'ex-cop', 'los angeles', 'fbi agent']",https://image.tmdb.org/t/p/w500//4VBN8pQxGHjeZWcNv1V1xSw0OKC.jpg,"['Wesley Snipes', 'Bruce Payne', 'Tom Sizemore', 'Alex Datcher']",Kevin Hooks
Presumed Innocent,11092,"['Drama', 'Thriller', 'Crime', 'Mystery']","['loss of lover', 'lover (female)', 'investigation', 'lawyer', 'courtroom']",https://image.tmdb.org/t/p/w500//jSPWptOsqU1nxXQe6muSPB0kD3c.jpg,"['Harrison Ford', 'Brian Dennehy', 'Raúl Juliá', 'Bonnie Bedelia']",Alan J. Pakula
Proof,14904,['Drama'],"['photographer', 'independent film', 'blind', 'woman director', 'blind man']",https://image.tmdb.org/t/p/w500//yraH6VZfbAzGG3KK6xB1tBVvKCS.jpg,"['Hugo Weaving', 'Russell Crowe', 'Geneviève Picot', 'Heather Mitchell']",Jocelyn Moorhouse
Battle Royale,3176,"['Drama', 'Thriller', 'Adventure']","['island', 'television', 'survivor', 'soldier', 'battle', 'death', 'game of death', 'school class']",https://image.tmdb.org/t/p/w500//gFX7NuBUeKysOB9nEzRqVpHNT32.jpg,"['Takeshi Kitano', 'Tsuyako Kinoshita', 'Eri Ishikawa', 'Sayaka Ikeda']",Kinji Fukasaku
The Wedding Banquet,9261,"['Comedy', 'Drama', 'Romance']","['gay', 'new york', 'father son relationship', 'wife husband relationship', 'coming out', 'wedding night', 'taiwan', 'homosexuality', 'independent film', 'wedding', 'family']",https://image.tmdb.org/t/p/w500//arWCA8lg0rbdlwHUMvI46LNDhnL.jpg,"['Kuei Ya-Lei', 'Sihung Lung', 'May Chin', 'Winston Chao']",Ang Lee
"Salò, or the 120 Days of Sodom",5336,"['History', 'War', 'Drama', 'Horror']","['italy', 'rape', 'fascism', 'nudity', 'bishop', 'fascist', 'sadism', 'torture', 'sexual torture', 'libertine', 'coprophilia', 'scat', 'catholicism']",https://image.tmdb.org/t/p/w500//xnaDdiRfZlJaTf6JRc4in40eaeI.jpg,"['Paolo Bonacelli', 'Giorgio Cataldi', 'Umberto Paolo Quintavalle', 'Aldo Valletti']",Pier Paolo Pasolini
A Midnight Clear,23908,"['Drama', 'History']","['germany', 'world war ii', 'christmas']",https://image.tmdb.org/t/p/w500//cOLBAnK2PvHxwjdEHQl4n3pZI14.jpg,"['Peter Berg', 'Kevin Dillon', 'Arye Gross', 'Ethan Hawke']",Keith Gordon
Summer School,14671,['Comedy'],"['high school', 'misfit', 'teacher', 'school', 'teen movie', 'summer', 'teenager', 'teaching', 'summer school']",https://image.tmdb.org/t/p/w500//wzc0pqo8GkXu73yNMzIEasB7vA2.jpg,"['Mark Harmon', 'Kirstie Alley', 'Courtney Thorne-Smith', 'Ken Olandt']",Carl Reiner
Silverado,11509,"['Action', 'Crime', 'Drama', 'Western']","['sheriff', 'fight', 'horse', 'male friendship', 'two guns belt']",https://image.tmdb.org/t/p/w500//h44EUq2CAKSQi5A14ddzT3bahcR.jpg,"['Kevin Kline', 'Scott Glenn', 'Kevin Costner', 'Danny Glover']",Lawrence Kasdan
Quick Change,10729,"['Comedy', 'Crime']","['new york city', 'bank robbery', 'jousting', 'getaway', 'crime gone awry', 'bumbler', 'hostage negotiator', 'clown makeup']",https://image.tmdb.org/t/p/w500//tYGBVjqRCI0aRXd6EYznxJ91LRl.jpg,"['Bill Murray', 'Geena Davis', 'Randy Quaid', 'Jason Robards']",Bill Murray
Rabid,29437,['Horror'],"['nudity', 'vampire', 'montreal', 'motorcycle crash', 'murder', 'motorcycle', 'surgery', 'rabies', 'body horror', 'canuxploitation', 'accident']",https://image.tmdb.org/t/p/w500//gIsuIWnvDozlQP4ya6OZEXqDecj.jpg,"['Marilyn Chambers', 'Frank Moore', 'Joe Silver', 'Howard Ryshpan']",David Cronenberg
Show Me Love,11634,"['Comedy', 'Romance', 'Drama']","['sweden', 'small town', 'forbidden love', 'toilet', 'lesbian relationship', 'lesbian', 'teen movie', 'teenage love', 'lgbt', 'lgbt teen', 'school life']",https://image.tmdb.org/t/p/w500//rkzz3kduJUkfLDIlhyZ8yPVsfHF.jpg,"['Alexandra Dahlström', 'Rebecka Liljeberg', 'Mathias Rust', 'Erica Carlson']",Lukas Moodysson
Teen Wolf,11824,"['Comedy', 'Fantasy', 'Romance']","['trainer', 'training', 'supernatural powers', 'high school', 'werewolf', 'teenager']",https://image.tmdb.org/t/p/w500//ocezJFPpjB7XGBO8fOLuLiEPYB6.jpg,"['Michael J. Fox', 'James Hampton', 'Susan Ursitti', 'Jerry Levine']",Rod Daniel
Things You Can Tell Just by Looking at Her,20067,"['Drama', 'Romance']","['depression', 'sadness', 'nudity', 'loneliness', 'lesbian', 'dating', 'teenager', 'pregnancy', 'relationship', 'illness', 'tarot']",https://image.tmdb.org/t/p/w500//vTeEzAj0Uv8ySwdh894tEGvSh4s.jpg,"['Glenn Close', 'Calista Flockhart', 'Holly Hunter', 'Cameron Diaz']",Rodrigo García
To Live and Die in L.A.,9846,"['Action', 'Crime', 'Thriller']","['hold-up robbery', 'cops', 'counterfeit', 'los angeles', 'secret service']",https://image.tmdb.org/t/p/w500//2iW3pSihBIhXjnBQmUJ0mAiZbB5.jpg,"['William Petersen', 'Willem Dafoe', 'John Pankow', 'Debra Feuer']",William Friedkin
Betty Blue,11986,"['Drama', 'Romance']","['self-destruction', 'mental breakdown', 'kiss', 'self-inflicted injury', 'borderline personality disorder', 'femme fatale']",https://image.tmdb.org/t/p/w500//1jTxGJpBprjThrRNhBkjZgyTyIY.jpg,"['Jean-Hugues Anglade', 'Béatrice Dalle', 'Gérard Darmon', 'Consuelo De Haviland']",Jean-Jacques Beineix
Vivre Sa Vie,1626,['Drama'],"['paris', 'philosophy', 'prostitute', 'pimp', 'female protagonist', 'prostitution', 'free will', 'woman smoking', 'pinball machine', 'rule of law']",https://image.tmdb.org/t/p/w500//A0BjScjASfMFgyGI5sU0CwfKh3l.jpg,"['Anna Karina', 'Sady Rebbot', 'André S. Labarthe', 'Guylaine Schlumberger']",Jean-Luc Godard
Wild at Heart,483,"['Comedy', 'Crime', 'Thriller']","['prison', 'sex', 'witch', 'hotel room', 'texas', 'loss of father', 'car journey', 'new orleans', 'hitman', 'snake skin jacket', 'fairy', 'murder', 'car crash', 'escape', 'mother daughter relationship', 'pistol', 'violence', 'killer', 'bank robbery', 'car', 'hoodlum']",https://image.tmdb.org/t/p/w500//uLUFI5sJIfWrBUWB2Y1dEuyvvVy.jpg,"['Nicolas Cage', 'Laura Dern', 'Willem Dafoe', 'J.E. Freeman']",David Lynch
The Witches,10166,"['Adventure', 'Fantasy', 'Horror']","['witch', 'chocolate', 'mouse', 'grandmother grandson relationship', 'bald']",https://image.tmdb.org/t/p/w500//mPYBjVkeHakkPGY7WaKyyNU4RWm.jpg,"['Anjelica Huston', 'Mai Zetterling', 'Jasen Fisher', 'Jane Horrocks']",Nicolas Roeg
The Witches of Eastwick,6069,"['Fantasy', 'Horror', 'Comedy']","['witch', 'new england']",https://image.tmdb.org/t/p/w500//zJGsoVAQvnyI8gBPZvNpngLjVQ9.jpg,"['Jack Nicholson', 'Cher', 'Susan Sarandon', 'Michelle Pfeiffer']",George Miller
Nothing to Lose,11676,"['Action', 'Adventure', 'Comedy']","['rap music', 'infidelity', 'security camera', 'loss', 'crook', 'sociopath', 'revenge', 'artifact', 'f word', 'racism', 'criminal', 'on the road', 'desert', 'security guard', 'shoplifting', 'screwball', 'reckless driving', 'road movie', 'buddy comedy', 'unlikely friendship', 'carjacker', 'advertising executive', 'suv', 'aftercreditsstinger']",https://image.tmdb.org/t/p/w500//5al8I28ufKJDxGWDcNGw6xCkZHH.jpg,"['Tim Robbins', 'Martin Lawrence', 'John C. McGinley', 'Kelly Preston']",Steve Oedekerk
Follow the Fleet,28292,"['Comedy', 'Music', 'Romance']","['dancing', 'navy', 'musical', 'sailor']",https://image.tmdb.org/t/p/w500//2YQUMsVNykdmCkOevlQv1aKEa91.jpg,"['Fred Astaire', 'Ginger Rogers', 'Randolph Scott', 'Harriet Hilliard']",Mark Sandrich
What's New Pussycat?,3681,"['Comedy', 'Romance']","['journalist', 'ladykiller', 'gigolo', 'sex therapy', 'fashion journal']",https://image.tmdb.org/t/p/w500//seKbiGx8mjF04Bx4LVBQk741Eqv.jpg,"['Peter Sellers', ""Peter O'Toole"", 'Romy Schneider', 'Capucine']",Clive Donner
Swing Time,20325,"['Comedy', 'Music', 'Romance']","['musical', 'ballroom dancing']",https://image.tmdb.org/t/p/w500//crRjfw1hIW11K6yW9OXZKV8oZXw.jpg,"['Fred Astaire', 'Ginger Rogers', 'Victor Moore', 'Helen Broderick']",George Stevens
The Public Enemy,17687,"['Drama', 'Action', 'Crime']","['best friend', 'gangster', 'grapefruit']",https://image.tmdb.org/t/p/w500//vVxdaRMprQO2DM4AFyJ6C4qZSFO.jpg,"['James Cagney', 'Jean Harlow', 'Edward Woods', 'Joan Blondell']",William A. Wellman
Life with Father,41465,"['Comedy', 'Family']","[""family's daily life"", 'broker']",https://image.tmdb.org/t/p/w500//nTn3F19lndEPJAMdnUNlSSgaB8e.jpg,"['William Powell', 'Irene Dunne', 'Elizabeth Taylor', 'Edmund Gwenn']",Michael Curtiz
National Velvet,17641,"['Drama', 'Family']","['england', 'human animal relationship', 'horse', 'jockey', 'afi']",https://image.tmdb.org/t/p/w500//onUJM7a6WIpG6ap6Qk5WhNNlNFH.jpg,"['Mickey Rooney', 'Donald Crisp', 'Elizabeth Taylor', 'Anne Revere']",Clarence Brown
Jesus Christ Superstar,12545,"['Drama', 'History', 'Music']","['israel', 'dance', 'jesus christ', 'crucifixion', 'musical', 'judas', 'rock opera']",https://image.tmdb.org/t/p/w500//2NQgIjHxYyMJZWeUFH5cuKhN4nh.jpg,"['Ted Neeley', 'Carl Anderson', 'Yvonne Elliman', 'Barry Dennen']",Norman Jewison
Dark Victory,27972,"['Drama', 'Romance']",['brain tumor'],https://image.tmdb.org/t/p/w500//zga7ncPWuRN2fMFgzqKxoBkYrfE.jpg,"['Bette Davis', 'George Brent', 'Humphrey Bogart', 'Geraldine Fitzgerald']",Edmund Goulding
Birdman of Alcatraz,898,['Drama'],"['usa', 'prison', 'rebel', 'prisoner', 'difficult childhood', 'bird', 'alcatraz', 'ornithology', 'biography', 'solitary confinement', 'warden']",https://image.tmdb.org/t/p/w500//1Gd4ABvQdHbC1xWavR2U5YotjRV.jpg,"['Burt Lancaster', 'Karl Malden', 'Thelma Ritter', 'Neville Brand']",John Frankenheimer
Aguirre: The Wrath of God,2000,"['Adventure', 'Drama', 'History']","['gold', 'sentence', 'adventure', 'gold rush', 'peru', 'amazon', 'float', 'insanity', 'south america', '16th century', 'conquest', 'new german cinema', 'indigenous peoples', 'conquistador']",https://image.tmdb.org/t/p/w500//6MNqmGe0JjEuGX1PMjRBAEI6aXg.jpg,"['Klaus Kinski', 'Helena Rojo', 'Del Negro', 'Ruy Guerra']",Werner Herzog
Beauty and the Beast,648,"['Drama', 'Fantasy', 'Romance']","['underdog', 'monster', 'beauty', 'rose', 'daughter']",https://image.tmdb.org/t/p/w500//8asbxUhxKAbinFQimQZvHQMwojd.jpg,"['Jean Marais', 'Josette Day', 'Marcel André', 'Mila Parély']",Jean Cocteau
The Birth of a Nation,618,"['Drama', 'History', 'War']","['ku klux klan', 'southern usa', 'patriotism', 'army', 'silent film']",https://image.tmdb.org/t/p/w500//pNpOXpQI5GSUfiWypubYtMh9928.jpg,"['Lillian Gish', 'Mae Marsh', 'Henry B. Walthall', 'Miriam Cooper']",D.W. Griffith
Juliet of the Spirits,19120,"['Comedy', 'Drama', 'Fantasy']","['eccentric', 'memory', 'middle aged woman', 'psychic']",https://image.tmdb.org/t/p/w500//p27vgTv3KD1S5tZT7iHm9DzFB8I.jpg,"['Giulietta Masina', 'Sandra Milo', 'Mario Pisu', 'Valentina Cortese']",Federico Fellini
Last Year at Marienbad,4024,"['Drama', 'Romance']","['hotel', 'amnesia', 'mystery', 'extramarital affair']",https://image.tmdb.org/t/p/w500//tizZ7JnXRFMvoNegu2CtM2ab9E7.jpg,"['Delphine Seyrig', 'Giorgio Albertazzi', 'Sacha Pitoëff', 'Françoise Bertin']",Alain Resnais
The Tragedy of Macbeth,11316,"['War', 'Drama', 'History']","['scotland', 'shakespeare', 'ambush', 'showdown', 'queen', 'kingdom', 'murder', 'battlefield', 'tragedy', 'violence', 'combat', 'guilt', 'throne', 'sword duel', 'warrior']",https://image.tmdb.org/t/p/w500//6dveJH0aZe6qjiUrbr3dIyLLoAl.jpg,"['Jon Finch', 'Francesca Annis', 'Martin Shaw', 'Terence Bayler']",Roman Polanski
Red River,3089,['Western'],"['texas', 'dangerous', 'kansas', 'cattle drive', 'revenge', 'cattle', 'adopted child', 'cattle empire']",https://image.tmdb.org/t/p/w500//jyNTsAzrIWB441OtvfbgKtx1kFS.jpg,"['John Wayne', 'Montgomery Clift', 'Joanne Dru', 'Walter Brennan']",Howard Hawks
A Woman Under the Influence,29845,"['Romance', 'Drama']","['mental breakdown', 'unfaithfulness']",https://image.tmdb.org/t/p/w500//6EJ4JoTxnH1QmGTE9pPzgtW1cLW.jpg,"['Peter Falk', 'Gena Rowlands', 'Fred Draper', 'Lady Rowlands']",John Cassavetes
Stagecoach,995,"['Adventure', 'Western']","['prostitute', 'marriage proposal', 'new mexico', 'arizona', 'infant', 'fugitive', 'doctor', 'desert', 'stagecoach', 'cowboy', 'stranger', 'indian attack', 'cowboys and indians', 'street shootout', 'outlaw gang', 'ostracism', 'calvary', 'drunkard', 'outcasts']",https://image.tmdb.org/t/p/w500//b4RUzWOalyPbUu66TT147b5iR0M.jpg,"['Claire Trevor', 'John Wayne', 'Andy Devine', 'John Carradine']",John Ford
